Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,Edition Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,11,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Elena Conway,,118,Heavenly Meeting,,,,2026-07-20T16:32:59.324Z,4:32 PM
4,12,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Lindsey Falbo,,171,Exhortation,,,,2026-07-20T16:32:59.346Z,4:32 PM
4,13,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Alexa Silverman,,196,Alabama,,,,2026-07-20T16:32:59.372Z,4:32 PM
4,14,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Chris Wolf,,531,Clayton,,,,2026-07-20T16:32:59.396Z,4:32 PM
4,15,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Mihn Nguyen,,133,Hebrew Children,,,,2026-07-20T16:32:59.449Z,4:32 PM
4,16,marker,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,,,,,,,,,RECESS,2026-07-20T16:32:59.493Z,4:32 PM
4,17,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Nora Miller,,17,Lord is Great,,Called the class back to order,,2026-07-20T16:32:59.543Z,4:32 PM
4,18,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Evan Herr,,243,Balm in Gilead,,,,2026-07-20T16:32:59.577Z,4:32 PM
4,19,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,John Alexander,,22b,Psalm 30,,,,2026-07-20T16:32:59.636Z,4:32 PM
4,20,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Michael Wiebe,,132,Star in the East,,,,2026-07-20T16:32:59.688Z,4:32 PM
4,21,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Matt Roberts,,78,Stafford,,,,2026-07-20T16:32:59.728Z,4:32 PM
4,22,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Emily Altman,,9t,Bray,,,,2026-07-20T16:32:59.762Z,4:32 PM
4,23,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Sandra Polaski,,296,Unitia,Memorial,In memory of the deceased: Buell Cobb (Alabama); Mike Hinton (Texas); Hank Schutz (Virginia),,2026-07-20T16:32:59.801Z,4:32 PM
4,24,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Sandra Polaski,,404t,Paradise - I know that my Redeemer lives,Special,In honor of the sick and homebound: Blake Morris; Robert Greenberg; Jamie Agins; Roxanne Greenbert,,2026-07-20T16:32:59.835Z,4:32 PM
4,25,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Kelly Macklin,,167,Bondage,,,,2026-07-20T16:32:59.916Z,4:32 PM
4,26,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Landon Peer,,41,Flower,,,,2026-07-20T16:32:59.965Z,4:32 PM
4,27,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Bridget Camden,,118,Lochleven,,,,2026-07-20T16:33:00.005Z,4:33 PM
4,28,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,John del Re,,130,Absent Love,,,,2026-07-20T16:33:00.077Z,4:33 PM
4,29,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,David Shulman,,48,Captain Kidd,,,,2026-07-20T16:33:00.109Z,4:33 PM
4,30,marker,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,,,,,,,,,RECESS,2026-07-20T16:33:00.167Z,4:33 PM
4,31,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,"Chris Wolf, Elena Conway",Chris Wolf and Elena Conway,56b,Villulia,,Called the class back to order,,2026-07-20T16:33:00.221Z,4:33 PM
4,32,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Leyland del Re,,487,Lowndes,,,,2026-07-20T16:33:00.277Z,4:33 PM
4,33,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Clare Chapin,,486,Beneficence,,,,2026-07-20T16:33:00.348Z,4:33 PM
4,34,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Cheri Neilson,,505,Where Ceaseless Ages Roll,,,,2026-07-20T16:33:00.389Z,4:33 PM
4,35,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,"Mark Mumford, Adrienne Robertson",Mark Mumford and Adrienne Robertson,29b,Tribulation,,,,2026-07-20T16:33:00.457Z,4:33 PM
4,36,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Jim Glaser,,539,Simena,,,,2026-07-20T16:33:00.522Z,4:33 PM
4,37,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Lindsey Falbo,,484t,Millbrook,,,,2026-07-20T16:33:00.582Z,4:33 PM
4,38,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Nora Miller,,130,The Old Graveyard,,,,2026-07-20T16:33:00.619Z,4:33 PM
4,39,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Alexa Silverman,,567,The Great Day,,,,2026-07-20T16:33:00.678Z,4:33 PM
4,40,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Chris Wolf,,464,Sheppard,,,,2026-07-20T16:33:00.738Z,4:33 PM
4,41,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Mihn Nguyen,,357,Kedar,,,,2026-07-20T16:33:00.806Z,4:33 PM
4,42,marker,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,,,,,,,,,LUNCH,2026-07-20T16:33:00.886Z,4:33 PM
4,43,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,David Shulman,,3b,North Carolina,,Began the afternoon session,,2026-07-20T16:33:00.924Z,4:33 PM
4,44,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Lois Badey,,157,Nuremburg,,,,2026-07-20T16:33:00.986Z,4:33 PM
4,45,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Elena Conway,,187,Bright Season,,,,2026-07-20T16:33:01.055Z,4:33 PM
4,46,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,"Theano Mavroidis, Matt Ference",Theano Mavroidis and Matt Ference,242,Boulder,,,,2026-07-20T16:33:01.120Z,4:33 PM
4,47,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,McEver Dugan,,170,Amboy,,,,2026-07-20T16:33:01.184Z,4:33 PM
4,48,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Adrienne Robertson,,81,Shepherd's Star,,,,2026-07-20T16:33:01.250Z,4:33 PM
4,49,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Kevin Slaughter,,260t,Conflict,,,,2026-07-20T16:33:01.398Z,4:33 PM
4,50,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Lois Badey,,155,Castine,,,,2026-07-20T16:33:01.452Z,4:33 PM
4,51,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,John Alexander,,438t,Lovely Vine,,,,2026-07-20T16:33:01.509Z,4:33 PM
4,52,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Matt Ference,,270,Tender-Hearted Christian,,,,2026-07-20T16:33:01.552Z,4:33 PM
4,53,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Michael Wiebe,,287,Kittery,,,,2026-07-20T16:33:01.620Z,4:33 PM
4,54,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Matt Roberts,,195,Hudson Valley,,,,2026-07-20T16:33:01.674Z,4:33 PM
4,55,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Emily Altman,,77,Collins,,,,2026-07-20T16:33:01.722Z,4:33 PM
4,56,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Kelly Macklin,,257,Voice of Nature,,,,2026-07-20T16:33:01.769Z,4:33 PM
4,57,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Landon Peer,,35,Rose Tree,,,,2026-07-20T16:33:01.837Z,4:33 PM
4,58,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Bridget Camden,,3t,Walk With God,,,,2026-07-20T16:33:01.882Z,4:33 PM
4,59,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,John del Re,,363,Constrained by Love,,,,2026-07-20T16:33:01.929Z,4:33 PM
4,60,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,David Shulman,,197,Sixty-Five South,,,,2026-07-20T16:33:02.013Z,4:33 PM
4,61,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Leyland del Re,,98,Markham,,,,2026-07-20T16:33:02.087Z,4:33 PM
4,62,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Clare Chapin,,114,Youthful Blessings,,,,2026-07-20T16:33:02.132Z,4:33 PM
4,63,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Cheri Neilson,,285,Eternity,,,,2026-07-20T16:33:02.178Z,4:33 PM
4,64,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Jim Glaser,,446t,Dunlap's Creek,,,,2026-07-20T16:33:02.249Z,4:33 PM
4,65,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Lindsey Falbo,,321b,Vienna,,,,2026-07-20T16:33:02.297Z,4:33 PM
4,66,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,ShH2012,ShH2012,Nora Miller,,410,Trumble,,,,2026-07-20T16:33:02.364Z,4:33 PM
4,67,marker,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,,,,,,,,,RECESS,2026-07-20T16:33:02.434Z,4:33 PM
4,68,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Landon Peer,,428,World Unknown,,Called the class back to order,,2026-07-20T16:33:02.489Z,4:33 PM
4,69,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Lyn Koehnline,,115,Holbrook,,,,2026-07-20T16:33:02.652Z,4:33 PM
4,70,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Pat Temple,,312t,Sing to Me of Heaven,,,,2026-07-20T16:33:02.698Z,4:33 PM
4,71,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,John Alexander,,33b,Abbeville,,,,2026-07-20T16:33:02.755Z,4:33 PM
4,72,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Leyland del Re,,420t,Tides of Love,,,,2026-07-20T16:33:02.805Z,4:33 PM
4,73,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Adrienne Robertson,,264,Night Song,,,,2026-07-20T16:33:02.867Z,4:33 PM
4,74,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Rachel Mann,,546,My Brightest Days,,,,2026-07-20T16:33:02.930Z,4:33 PM
4,75,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Mihn Nguyen,,459,Hurricane Creek,,,,2026-07-20T16:33:02.991Z,4:33 PM
