Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,SingLoud Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,80,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry Bizzell,,452,,,,,2026-07-20T16:34:35.031Z,4:34 PM
4,81,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Bruce Coates,,34b,,,,,2026-07-20T16:34:35.157Z,4:34 PM
4,82,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Peter Irvine,,542,,,,,2026-07-20T16:34:35.231Z,4:34 PM
4,83,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Dennis George,,112,,,,,2026-07-20T16:34:35.288Z,4:34 PM
4,84,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,"Buell Cobb, Mark Davis",Buell Cobb and Mark Davis,46,,,Closing song; Elder J.L. Hopper dismissed the class with prayer,,2026-07-20T16:34:35.365Z,4:34 PM
4,85,session,Friday,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,,2026-07-20T16:34:35.563Z,4:34 PM
4,86,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Buell Cobb,,52t,,,Called the class to order; Louis Hughes led the morning prayer,,2026-07-20T16:34:35.637Z,4:34 PM
4,87,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mark Davis,,129,,,,,2026-07-20T16:34:35.718Z,4:34 PM
4,88,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kathy Williams,,142,,,,,2026-07-20T16:34:35.811Z,4:34 PM
4,89,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mike Hinton,,480,,,,,2026-07-20T16:34:35.885Z,4:34 PM
4,90,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Rosemary Greenaway,,383,,,,,2026-07-20T16:34:35.952Z,4:34 PM
4,91,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,John Redman,,143,,,,,2026-07-20T16:34:36.046Z,4:34 PM
4,92,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Catherine Oss,,430,,,,,2026-07-20T16:34:36.121Z,4:34 PM
4,93,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Sharona Nelson,,137,,,,,2026-07-20T16:34:36.204Z,4:34 PM
4,94,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Tom Owen,,498,,,,,2026-07-20T16:34:36.284Z,4:34 PM
4,95,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Lee Rogers,,228,,,,,2026-07-20T16:34:36.363Z,4:34 PM
4,96,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Don Bowen,,66,,,,,2026-07-20T16:34:36.443Z,4:34 PM
4,97,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Richard Mauldin,,72b,,,,,2026-07-20T16:34:36.523Z,4:34 PM
4,98,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Richard DeLong,,285t,,,,,2026-07-20T16:34:36.623Z,4:34 PM
4,99,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Betty Jones,,40,,,,,2026-07-20T16:34:36.831Z,4:34 PM
4,100,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Sharon Kellam,,312t,,,,,2026-07-20T16:34:36.915Z,4:34 PM
4,101,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,David Richardson,,473,,,,,2026-07-20T16:34:36.994Z,4:34 PM
4,102,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Anne Kazlauskas,,201,,,,,2026-07-20T16:34:37.078Z,4:34 PM
4,103,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Virginia Douglas,,49b,,,,,2026-07-20T16:34:37.153Z,4:34 PM
4,104,marker,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,RECESS,2026-07-20T16:34:37.229Z,4:34 PM
4,105,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Jeff Sheppard,,97,,Call Back,Brought the class back together,,2026-07-20T16:34:37.327Z,4:34 PM
4,106,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Judy Hauff,,172,,,,,2026-07-20T16:34:37.405Z,4:34 PM
4,107,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ila Ingle,,436,,,,,2026-07-20T16:34:37.486Z,4:34 PM
4,108,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Allen Fannin,,440,,,,,2026-07-20T16:34:37.572Z,4:34 PM
4,109,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Amanda Denson,,340,,,,,2026-07-20T16:34:37.666Z,4:34 PM
4,110,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ted Johnson,,345b,,,,,2026-07-20T16:34:37.750Z,4:34 PM
4,111,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Melanie Hauff,,392,,,,,2026-07-20T16:34:37.951Z,4:34 PM
4,112,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Dr. Bill Stewart,,68b,,,,,2026-07-20T16:34:38.051Z,4:34 PM
4,113,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Anne Chalker,,146,,,,,2026-07-20T16:34:38.152Z,4:34 PM
4,114,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Marcia Johnson,,218,,,,,2026-07-20T16:34:38.242Z,4:34 PM
4,115,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kennon Smith,,189,,,,,2026-07-20T16:34:38.324Z,4:34 PM
4,116,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Beverly Coates,,352,,,,,2026-07-20T16:34:38.416Z,4:34 PM
4,117,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ginnie Ely,,454,,,,,2026-07-20T16:34:38.500Z,4:34 PM
4,118,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kurt Davis,,45t,,,,,2026-07-20T16:34:38.588Z,4:34 PM
4,119,marker,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,RECESS,2026-07-20T16:34:38.699Z,4:34 PM
4,120,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cindy Franklin,,198,,Call Back,Called the class back together,,2026-07-20T16:34:38.816Z,4:34 PM
4,121,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Liz Bryant,,475,,,,,2026-07-20T16:34:39.015Z,4:34 PM
4,122,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Patricia Mauldin,,63,,,,,2026-07-20T16:34:39.111Z,4:34 PM
4,123,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Eugene Forbes,,566,,,,,2026-07-20T16:34:39.218Z,4:34 PM
4,124,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Edith Owen,,328,,,,,2026-07-20T16:34:39.302Z,4:34 PM
4,125,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Regina Foster,,547,,,,,2026-07-20T16:34:39.398Z,4:34 PM
4,126,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Jackson Harcrow,,145t,,,,,2026-07-20T16:34:39.505Z,4:34 PM
4,127,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Steven Schmidgall,,156,,,,,2026-07-20T16:34:39.600Z,4:34 PM
4,128,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cora Sweatt,,145b,,,,,2026-07-20T16:34:39.690Z,4:34 PM
4,129,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Richard Ivey,,182,,,,,2026-07-20T16:34:39.788Z,4:34 PM
4,130,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ann Ballard,,57,,,,,2026-07-20T16:34:39.873Z,4:34 PM
4,131,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ed Snell,,460,,,,,2026-07-20T16:34:40.116Z,4:34 PM
4,132,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Velton Chafin,,573,,,,,2026-07-20T16:34:40.240Z,4:34 PM
4,133,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Bernice Harvey,,176b,,,,,2026-07-20T16:34:40.356Z,4:34 PM
4,134,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,John Hocutt,,236,,,Elder Jesse Roberts led the prayer before lunch,,2026-07-20T16:34:40.455Z,4:34 PM
4,135,marker,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,LUNCH,2026-07-20T16:34:40.560Z,4:34 PM
4,136,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Jeb Owen,,47b,,Call Back,Called the class back together after lunch,,2026-07-20T16:34:40.675Z,4:34 PM
4,137,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Hugh McGuire,,109,,,,,2026-07-20T16:34:40.779Z,4:34 PM
4,138,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ricky Harcrow,,445,,,,,2026-07-20T16:34:40.886Z,4:34 PM
4,139,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Carol Crawford,,122,,,,,2026-07-20T16:34:41.000Z,4:34 PM
4,140,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Barney Roberson,,458,,,,,2026-07-20T16:34:41.205Z,4:34 PM
4,141,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Regina Grayson,,300,,,,,2026-07-20T16:34:41.320Z,4:34 PM
4,142,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Tim Cook,,511,,,,,2026-07-20T16:34:41.419Z,4:34 PM
4,143,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,H.J. Jackson,,384,,,,,2026-07-20T16:34:41.532Z,4:34 PM
4,144,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Erskine Vandegrift,,59,,,,,2026-07-20T16:34:41.651Z,4:34 PM
4,145,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Samuel Holloway,,335,,,,,2026-07-20T16:34:41.761Z,4:34 PM
4,146,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mary Gardner,,43,,,,,2026-07-20T16:34:41.881Z,4:34 PM
4,147,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Lou Cotney,,222,,,,,2026-07-20T16:34:41.990Z,4:34 PM
4,148,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ted Mercer,,564,,,,,2026-07-20T16:34:42.089Z,4:34 PM
4,149,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kshama Ananthapura,,319,,,,,2026-07-20T16:34:42.196Z,4:34 PM
4,150,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Charles Kitchens,,326,,,,,2026-07-20T16:34:42.444Z,4:34 PM
4,151,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Julietta Haynes,,200,,,,,2026-07-20T16:34:42.561Z,4:34 PM
4,152,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Rodney Ivey,,503,,,,,2026-07-20T16:34:42.675Z,4:34 PM
4,153,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ola Meadows,,426t,,,,,2026-07-20T16:34:42.792Z,4:34 PM
4,154,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mark Brown,,29t,,,,,2026-07-20T16:34:42.904Z,4:34 PM
4,155,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Shelbie Sheppard,,195,,,,,2026-07-20T16:34:43.017Z,4:34 PM
4,156,marker,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,RECESS,2026-07-20T16:34:43.132Z,4:34 PM
4,157,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Louis Hughes,,31t,,Call Back,Called the class back together,,2026-07-20T16:34:43.258Z,4:34 PM
4,158,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Linda Shea,,67,,,,,2026-07-20T16:34:43.420Z,4:34 PM
4,159,song,,e9ybap4i,,,National Sacred Harp Convention,2000-06-16,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Danny Creel,,269,,,,,2026-07-20T16:34:43.668Z,4:34 PM
